"loan_id","loan_purpose","date","loan_granted","loan_repaid"
728334,"business","2012-08-09",0,NA
413766,"home","2012-03-13",1,0
318235,"other","2012-05-04",1,1
171461,"business","2012-01-17",1,1
779486,"emergency_funds","2012-05-15",0,NA
836879,"business","2012-06-13",0,NA
931161,"business","2012-05-07",0,NA
22707,"business","2012-04-18",0,NA
48895,"emergency_funds","2012-10-02",1,1
770369,"home","2012-07-09",1,0
743095,"investment","2012-01-20",0,NA
335083,"investment","2012-01-20",0,NA
773640,"business","2012-11-09",0,NA
295356,"emergency_funds","2012-12-17",1,0
468895,"business","2012-01-25",1,1
706798,"emergency_funds","2012-04-25",0,NA
73680,"home","2012-11-08",1,1
669787,"home","2012-12-13",1,1
194353,"other","2012-09-10",1,0
942273,"investment","2012-08-20",0,NA
565297,"investment","2012-08-28",0,NA
684078,"emergency_funds","2012-05-17",0,NA
986179,"emergency_funds","2012-07-25",0,NA
371359,"business","2012-10-10",1,0
615561,"investment","2012-01-23",0,NA
280881,"business","2012-07-19",0,NA
390047,"home","2012-05-23",0,NA
267440,"home","2012-10-18",0,NA
473107,"home","2012-09-12",0,NA
823073,"investment","2012-05-09",1,0
409380,"home","2012-10-10",0,NA
542679,"investment","2012-07-24",1,1
606945,"business","2012-02-24",1,1
486262,"business","2012-03-08",1,1
303441,"emergency_funds","2012-08-16",1,1
102991,"investment","2012-01-11",0,NA
405121,"emergency_funds","2012-11-30",1,1
561736,"home","2012-09-03",0,NA
675810,"emergency_funds","2012-08-13",1,0
160157,"business","2012-06-26",1,1
959696,"home","2012-11-28",1,1
573204,"investment","2012-07-31",0,NA
107350,"business","2012-09-27",0,NA
503968,"emergency_funds","2012-06-18",0,NA
748014,"home","2012-01-06",0,NA
974892,"home","2012-11-27",0,NA
854246,"emergency_funds","2012-07-03",0,NA
547449,"business","2012-04-27",1,0
252488,"other","2012-03-09",0,NA
587304,"home","2012-10-31",0,NA
479972,"emergency_funds","2012-11-08",1,0
395613,"emergency_funds","2012-07-02",0,NA
984704,"home","2012-02-06",1,1
325127,"business","2012-12-10",1,1
636545,"home","2012-02-22",1,0
687526,"home","2012-01-16",0,NA
23660,"emergency_funds","2012-02-09",0,NA
97946,"home","2012-03-08",0,NA
873475,"investment","2012-12-25",1,1
803572,"home","2012-11-28",1,1
622574,"emergency_funds","2012-06-29",0,NA
334776,"emergency_funds","2012-12-11",0,NA
813883,"business","2012-01-23",1,1
272181,"other","2012-01-02",0,NA
188809,"investment","2012-04-26",1,1
958181,"emergency_funds","2012-10-29",0,NA
528416,"investment","2012-11-01",1,1
228812,"investment","2012-11-12",0,NA
161273,"business","2012-02-28",1,1
490378,"emergency_funds","2012-09-03",0,NA
207797,"investment","2012-06-05",0,NA
336157,"other","2012-12-21",1,1
642342,"investment","2012-05-23",0,NA
990853,"emergency_funds","2012-04-30",1,1
559262,"investment","2012-11-30",1,1
791789,"home","2012-02-27",0,NA
394102,"investment","2012-02-14",0,NA
813335,"home","2012-06-12",0,NA
928073,"business","2012-03-08",1,1
129215,"business","2012-08-27",1,1
420314,"home","2012-05-24",1,0
944033,"other","2012-11-16",1,1
792465,"emergency_funds","2012-03-12",0,NA
347178,"business","2012-03-05",0,NA
713172,"business","2012-03-28",1,1
495774,"business","2012-02-06",1,1
90374,"home","2012-02-29",1,0
700300,"investment","2012-10-30",1,1
54134,"other","2012-07-17",0,NA
203547,"home","2012-10-05",1,1
537798,"emergency_funds","2012-07-03",0,NA
508848,"business","2012-08-09",1,1
605841,"business","2012-05-15",1,1
50664,"investment","2012-11-26",0,NA
639487,"home","2012-06-20",0,NA
457495,"emergency_funds","2012-01-25",1,0
752497,"emergency_funds","2012-10-11",0,NA
996845,"business","2012-10-15",1,1
590416,"other","2012-01-03",0,NA
844251,"investment","2012-02-16",0,NA
502926,"home","2012-11-30",1,1
14031,"business","2012-05-01",0,NA
997529,"other","2012-10-15",1,0
249567,"investment","2012-12-24",1,0
802761,"emergency_funds","2012-07-02",1,0
686758,"investment","2012-06-12",0,NA
892385,"home","2012-07-24",0,NA
128088,"business","2012-03-26",0,NA
803611,"investment","2012-04-02",1,0
205250,"other","2012-05-15",0,NA
11831,"investment","2012-05-16",1,1
340429,"investment","2012-07-17",1,0
928072,"emergency_funds","2012-07-24",0,NA
807106,"business","2012-03-15",0,NA
311407,"other","2012-04-03",1,1
365454,"investment","2012-02-01",0,NA
5741,"investment","2012-06-27",1,1
364606,"investment","2012-05-15",0,NA
878339,"other","2012-07-02",1,0
721416,"home","2012-12-12",0,NA
943479,"investment","2012-03-02",1,1
240611,"emergency_funds","2012-08-20",1,1
506481,"investment","2012-10-10",0,NA
831252,"emergency_funds","2012-10-09",0,NA
654787,"other","2012-02-06",0,NA
703206,"investment","2012-08-06",1,0
626595,"emergency_funds","2012-02-07",0,NA
26408,"business","2012-09-25",0,NA
22152,"business","2012-08-28",0,NA
140772,"investment","2012-06-13",0,NA
225187,"home","2012-09-03",1,1
626792,"emergency_funds","2012-11-01",1,1
184903,"emergency_funds","2012-04-10",1,1
703636,"business","2012-07-11",0,NA
153728,"emergency_funds","2012-05-10",0,NA
158161,"business","2012-07-31",1,1
401551,"investment","2012-07-25",0,NA
622791,"emergency_funds","2012-09-14",0,NA
341265,"other","2012-01-24",0,NA
350676,"business","2012-03-23",0,NA
221685,"emergency_funds","2012-05-21",0,NA
690140,"home","2012-02-09",0,NA
413344,"emergency_funds","2012-07-05",1,0
250336,"emergency_funds","2012-11-29",1,1
385112,"business","2012-09-06",0,NA
179492,"business","2012-09-03",0,NA
966388,"business","2012-03-29",1,1
124278,"home","2012-08-15",1,1
291881,"business","2012-02-07",0,NA
605909,"home","2012-03-07",0,NA
991179,"investment","2012-02-08",0,NA
750390,"business","2012-05-18",1,1
442044,"home","2012-11-08",1,1
399786,"emergency_funds","2012-02-27",0,NA
574439,"business","2012-01-24",0,NA
345711,"emergency_funds","2012-05-21",0,NA
265673,"home","2012-10-24",1,1
599985,"investment","2012-06-04",1,0
543573,"emergency_funds","2012-11-13",0,NA
155458,"other","2012-09-26",1,0
323676,"business","2012-12-20",0,NA
150573,"emergency_funds","2012-08-07",0,NA
888984,"home","2012-06-20",0,NA
164461,"business","2012-10-10",1,1
369271,"other","2012-09-04",1,0
325004,"investment","2012-06-25",1,1
795222,"other","2012-03-13",1,1
29362,"emergency_funds","2012-09-19",0,NA
880089,"home","2012-04-10",1,1
937287,"home","2012-10-31",1,1
95570,"business","2012-12-14",0,NA
243766,"business","2012-02-20",1,1
681456,"emergency_funds","2012-12-18",0,NA
12455,"other","2012-08-09",1,0
99221,"emergency_funds","2012-09-26",0,NA
342001,"emergency_funds","2012-10-02",0,NA
552074,"other","2012-05-01",0,NA
106978,"home","2012-12-03",0,NA
606604,"other","2012-11-26",0,NA
602061,"home","2012-04-06",1,1
681978,"business","2012-06-15",1,1
437667,"other","2012-09-10",1,0
903950,"home","2012-09-27",1,0
960036,"investment","2012-11-26",0,NA
348611,"other","2012-01-10",0,NA
617251,"emergency_funds","2012-12-26",1,0
970831,"business","2012-03-19",1,0
476657,"business","2012-11-08",0,NA
190390,"other","2012-10-30",0,NA
301202,"business","2012-11-13",0,NA
264076,"emergency_funds","2012-09-05",1,1
101832,"investment","2012-06-05",1,1
908364,"emergency_funds","2012-06-28",1,1
117673,"emergency_funds","2012-01-06",0,NA
551430,"business","2012-08-01",1,1
309266,"emergency_funds","2012-03-06",0,NA
127172,"investment","2012-03-12",0,NA
469314,"home","2012-12-05",0,NA
285818,"business","2012-10-01",0,NA
431587,"other","2012-05-01",1,1
344152,"home","2012-09-03",1,0
456905,"other","2012-04-11",1,0
841201,"business","2012-12-07",0,NA
357915,"business","2012-08-24",0,NA
630897,"investment","2012-11-02",1,0
156758,"emergency_funds","2012-10-05",0,NA
408941,"investment","2012-05-30",0,NA
572082,"other","2012-07-13",0,NA
887118,"other","2012-08-27",1,1
202419,"business","2012-10-03",1,1
509470,"emergency_funds","2012-11-01",1,1
14033,"investment","2012-08-27",0,NA
579809,"emergency_funds","2012-02-24",0,NA
913439,"home","2012-09-27",1,1
641235,"business","2012-05-31",1,1
651805,"business","2012-06-15",1,1
46971,"investment","2012-05-24",0,NA
197482,"home","2012-07-19",1,1
814044,"business","2012-10-01",1,1
273061,"emergency_funds","2012-08-27",1,0
4701,"emergency_funds","2012-06-01",1,1
600200,"investment","2012-08-29",1,1
20074,"home","2012-11-15",0,NA
308890,"investment","2012-05-21",1,1
485620,"home","2012-08-22",0,NA
369097,"investment","2012-05-23",1,1
422718,"investment","2012-10-24",1,1
906381,"emergency_funds","2012-12-28",0,NA
956755,"home","2012-10-09",0,NA
200267,"emergency_funds","2012-04-05",0,NA
724957,"other","2012-01-11",1,0
919131,"other","2012-07-31",1,1
107560,"investment","2012-11-01",0,NA
6524,"emergency_funds","2012-11-01",1,1
350820,"emergency_funds","2012-04-30",0,NA
46725,"business","2012-03-20",0,NA
766265,"investment","2012-01-19",1,1
190265,"business","2012-04-13",0,NA
602375,"investment","2012-05-10",1,1
870327,"investment","2012-09-27",1,1
523089,"investment","2012-03-06",0,NA
545338,"investment","2012-09-17",0,NA
205781,"emergency_funds","2012-02-21",1,0
473243,"business","2012-04-24",1,1
356911,"emergency_funds","2012-08-17",1,0
938229,"home","2012-06-08",0,NA
78546,"investment","2012-06-20",0,NA
888000,"other","2012-05-03",1,1
174757,"home","2012-12-19",1,1
668728,"business","2012-08-28",1,1
837482,"business","2012-04-23",1,1
32505,"home","2012-08-09",0,NA
858718,"other","2012-03-26",0,NA
199152,"business","2012-02-01",0,NA
586136,"business","2012-08-03",1,1
854051,"investment","2012-12-26",0,NA
934890,"other","2012-01-09",0,NA
541491,"home","2012-10-30",0,NA
882141,"business","2012-03-09",1,1
603669,"investment","2012-06-13",0,NA
867270,"home","2012-11-28",1,1
913624,"investment","2012-10-26",0,NA
297828,"home","2012-02-13",0,NA
842477,"business","2012-03-19",1,0
671937,"investment","2012-05-25",0,NA
64318,"home","2012-06-18",1,1
396330,"investment","2012-12-20",1,1
512129,"home","2012-09-13",0,NA
798668,"home","2012-02-21",0,NA
34194,"other","2012-07-10",0,NA
633348,"business","2012-01-05",1,1
271013,"home","2012-02-22",1,1
490251,"investment","2012-06-11",1,1
77717,"home","2012-08-02",0,NA
484285,"investment","2012-07-26",1,1
925006,"home","2012-09-18",1,1
993958,"investment","2012-10-09",1,1
540020,"investment","2012-08-09",0,NA
518554,"emergency_funds","2012-08-24",0,NA
914915,"home","2012-07-06",1,1
420222,"home","2012-02-16",0,NA
198866,"home","2012-09-18",1,0
805119,"emergency_funds","2012-09-19",0,NA
473089,"business","2012-09-25",0,NA
628100,"emergency_funds","2012-12-05",0,NA
923757,"other","2012-03-20",0,NA
829191,"business","2012-08-27",1,1
366730,"other","2012-03-30",0,NA
113277,"business","2012-03-27",0,NA
579086,"home","2012-04-05",1,0
846708,"emergency_funds","2012-05-15",0,NA
657899,"investment","2012-11-05",1,1
505048,"business","2012-11-22",1,1
21407,"other","2012-01-23",1,1
124131,"investment","2012-01-09",1,1
904340,"emergency_funds","2012-03-20",0,NA
551618,"home","2012-01-31",1,1
96018,"investment","2012-08-06",1,0
281360,"home","2012-03-28",0,NA
443612,"investment","2012-05-22",0,NA
669024,"home","2012-02-22",0,NA
614591,"emergency_funds","2012-02-22",0,NA
265735,"emergency_funds","2012-06-25",0,NA
893268,"other","2012-08-06",0,NA
627062,"emergency_funds","2012-09-14",0,NA
480064,"investment","2012-09-25",0,NA
227368,"emergency_funds","2012-02-29",1,1
766948,"emergency_funds","2012-05-22",0,NA
817263,"business","2012-08-09",1,1
956620,"emergency_funds","2012-01-13",0,NA
982618,"business","2012-03-08",1,1
344861,"business","2012-03-28",0,NA
911120,"investment","2012-03-22",0,NA
302876,"emergency_funds","2012-01-18",1,1
959856,"emergency_funds","2012-12-21",1,1
464830,"business","2012-04-25",0,NA
118099,"business","2012-10-30",0,NA
150717,"business","2012-06-14",0,NA
417806,"business","2012-01-04",1,1
138626,"emergency_funds","2012-04-24",1,0
595649,"other","2012-03-01",0,NA
882734,"investment","2012-03-26",0,NA
291768,"business","2012-03-27",0,NA
696749,"business","2012-05-24",0,NA
221093,"home","2012-02-20",0,NA
843298,"business","2012-05-30",1,1
187858,"emergency_funds","2012-04-16",1,1
50571,"investment","2012-11-06",0,NA
660429,"emergency_funds","2012-10-26",0,NA
760840,"business","2012-11-16",1,1
679435,"home","2012-10-29",1,1
975695,"home","2012-06-28",1,0
556017,"emergency_funds","2012-12-28",0,NA
956489,"home","2012-02-09",1,1
222985,"investment","2012-01-24",1,0
711839,"business","2012-07-04",0,NA
111531,"emergency_funds","2012-11-02",0,NA
282097,"home","2012-01-03",0,NA
990257,"business","2012-11-27",0,NA
761359,"investment","2012-01-12",0,NA
906874,"emergency_funds","2012-12-25",0,NA
515869,"emergency_funds","2012-09-12",0,NA
353814,"home","2012-12-11",0,NA
170486,"home","2012-10-25",1,0
131998,"investment","2012-04-02",0,NA
317687,"business","2012-02-10",1,0
511765,"business","2012-07-26",0,NA
268234,"business","2012-06-14",1,0
445227,"investment","2012-07-12",1,0
719420,"business","2012-11-16",1,1
930278,"investment","2012-06-14",1,0
997533,"home","2012-07-31",1,1
461636,"emergency_funds","2012-07-17",0,NA
828115,"home","2012-12-10",1,1
252390,"business","2012-08-10",0,NA
960050,"business","2012-01-20",1,1
561822,"home","2012-11-14",1,1
993768,"home","2012-01-20",0,NA
308941,"investment","2012-02-09",1,1
175236,"business","2012-06-26",0,NA
689375,"other","2012-08-23",0,NA
838975,"investment","2012-07-18",1,1
773529,"home","2012-01-17",1,0
59020,"other","2012-06-05",0,NA
459843,"business","2012-10-18",1,1
129292,"investment","2012-05-14",0,NA
498371,"business","2012-11-13",0,NA
667300,"investment","2012-02-14",0,NA
860895,"business","2012-05-23",1,1
710786,"business","2012-01-09",1,0
639825,"investment","2012-11-06",1,1
582664,"business","2012-03-21",0,NA
118503,"emergency_funds","2012-06-07",1,1
941000,"emergency_funds","2012-10-11",0,NA
74971,"other","2012-03-13",1,1
309043,"business","2012-01-23",0,NA
738440,"investment","2012-07-10",0,NA
676818,"home","2012-04-17",0,NA
847157,"investment","2012-07-23",0,NA
203821,"emergency_funds","2012-09-07",1,1
151978,"business","2012-10-11",0,NA
101926,"other","2012-11-13",0,NA
144076,"business","2012-01-25",0,NA
886201,"home","2012-12-19",0,NA
386749,"other","2012-05-07",0,NA
293224,"home","2012-01-09",1,0
374004,"emergency_funds","2012-09-10",1,0
387831,"home","2012-01-12",0,NA
346270,"other","2012-02-24",1,0
231374,"other","2012-03-21",0,NA
993366,"investment","2012-10-25",0,NA
235607,"other","2012-06-25",0,NA
191249,"investment","2012-04-30",1,1
123827,"emergency_funds","2012-03-27",1,1
740207,"home","2012-03-06",0,NA
690221,"investment","2012-01-23",1,1
241030,"other","2012-06-12",1,0
703412,"investment","2012-05-17",0,NA
877223,"home","2012-03-05",0,NA
193851,"home","2012-02-17",1,0
718597,"emergency_funds","2012-03-21",0,NA
147554,"emergency_funds","2012-10-15",1,1
134450,"investment","2012-03-29",1,0
206304,"home","2012-07-24",0,NA
823305,"home","2012-08-01",1,1
154150,"investment","2012-08-21",0,NA
509293,"business","2012-04-17",1,1
431766,"business","2012-11-01",0,NA
635954,"investment","2012-02-28",1,1
367034,"emergency_funds","2012-03-22",0,NA
377029,"home","2012-07-17",0,NA
257513,"home","2012-09-10",1,1
687328,"emergency_funds","2012-06-11",0,NA
418877,"other","2012-09-17",0,NA
177513,"home","2012-07-31",0,NA
630181,"business","2012-05-23",1,1
962804,"home","2012-04-03",0,NA
515438,"business","2012-12-13",1,1
100333,"emergency_funds","2012-12-19",1,0
602,"other","2012-11-29",1,0
761602,"home","2012-05-08",0,NA
923202,"investment","2012-07-23",1,1
182244,"investment","2012-06-18",1,1
266278,"home","2012-12-12",0,NA
131253,"investment","2012-08-17",0,NA
856052,"investment","2012-04-10",0,NA
516701,"emergency_funds","2012-04-23",0,NA
336376,"investment","2012-03-16",0,NA
125766,"home","2012-03-01",0,NA
700495,"home","2012-05-22",0,NA
805082,"home","2012-05-28",0,NA
10648,"other","2012-01-30",1,1
768003,"emergency_funds","2012-02-01",1,1
224011,"other","2012-01-23",1,0
871722,"home","2012-10-22",0,NA
400446,"business","2012-05-08",0,NA
1685,"home","2012-05-21",1,0
569258,"investment","2012-06-13",0,NA
572696,"other","2012-05-22",1,1
788261,"investment","2012-06-04",0,NA
625703,"investment","2012-04-19",0,NA
47577,"emergency_funds","2012-06-04",0,NA
132828,"other","2012-10-29",1,1
350688,"other","2012-04-25",1,0
28497,"business","2012-02-20",0,NA
719523,"business","2012-07-12",1,1
96445,"business","2012-06-05",1,1
38063,"other","2012-10-22",1,0
150499,"other","2012-12-14",1,0
90051,"home","2012-04-10",0,NA
860472,"investment","2012-12-24",1,1
165024,"home","2012-10-05",1,0
112178,"investment","2012-02-29",1,1
993317,"business","2012-12-20",1,1
720508,"other","2012-11-30",0,NA
518995,"emergency_funds","2012-10-31",0,NA
650810,"investment","2012-01-09",1,1
795492,"home","2012-12-11",0,NA
971838,"business","2012-09-18",1,0
237644,"home","2012-04-18",0,NA
375009,"emergency_funds","2012-02-03",0,NA
203215,"emergency_funds","2012-04-24",0,NA
399618,"emergency_funds","2012-11-08",0,NA
786012,"other","2012-12-04",0,NA
951692,"home","2012-10-02",1,1
592279,"home","2012-03-14",0,NA
477362,"home","2012-04-05",1,1
257190,"investment","2012-08-03",1,1
984191,"home","2012-08-22",1,1
640740,"business","2012-04-09",1,1
815320,"emergency_funds","2012-02-07",1,0
705803,"other","2012-11-07",0,NA
913653,"home","2012-12-20",1,0
641277,"other","2012-12-04",1,0
596948,"emergency_funds","2012-02-17",1,0
94748,"business","2012-11-05",0,NA
64327,"emergency_funds","2012-02-23",1,0
64606,"emergency_funds","2012-09-05",0,NA
868590,"other","2012-08-29",1,1
94031,"other","2012-08-03",0,NA
442244,"investment","2012-01-30",0,NA
447697,"business","2012-04-23",0,NA
946657,"business","2012-03-05",0,NA
268425,"business","2012-06-04",1,1
868975,"other","2012-04-19",1,1
433794,"business","2012-06-28",0,NA
757255,"investment","2012-07-31",1,1
55775,"home","2012-10-02",1,0
825020,"other","2012-06-06",0,NA
448766,"home","2012-04-12",1,0
169021,"investment","2012-11-16",1,1
323221,"investment","2012-03-14",1,1
372548,"business","2012-09-04",1,0
926011,"other","2012-09-20",0,NA
857935,"investment","2012-05-16",0,NA
79686,"home","2012-05-16",1,0
634793,"investment","2012-07-26",0,NA
874145,"business","2012-07-23",0,NA
748282,"investment","2012-12-28",1,1
944975,"investment","2012-04-06",0,NA
307367,"investment","2012-09-12",1,0
673029,"business","2012-08-21",0,NA
538083,"home","2012-09-06",0,NA
103569,"home","2012-02-02",1,0
850941,"investment","2012-10-12",0,NA
272978,"home","2012-10-29",0,NA
60205,"emergency_funds","2012-09-03",0,NA
147859,"emergency_funds","2012-05-21",1,0
51899,"investment","2012-01-05",0,NA
779607,"investment","2012-05-04",0,NA
223540,"business","2012-03-22",0,NA
292781,"investment","2012-04-04",0,NA
828303,"investment","2012-08-27",1,0
712571,"emergency_funds","2012-11-27",0,NA
238034,"investment","2012-07-13",1,1
982810,"other","2012-09-10",0,NA
502414,"business","2012-02-06",1,1
689414,"investment","2012-10-09",0,NA
979692,"business","2012-02-23",1,1
464301,"home","2012-10-16",0,NA
282177,"investment","2012-05-10",1,1
497785,"home","2012-12-19",0,NA
60425,"home","2012-08-29",0,NA
541155,"business","2012-04-23",1,1
823605,"home","2012-05-04",1,1
788118,"other","2012-04-09",1,0
582726,"investment","2012-04-03",0,NA
49196,"emergency_funds","2012-12-19",0,NA
683432,"emergency_funds","2012-01-19",0,NA
139952,"investment","2012-04-23",1,1
103986,"business","2012-06-25",0,NA
403833,"investment","2012-04-16",1,1
821829,"business","2012-02-09",0,NA
166657,"home","2012-11-26",0,NA
987750,"home","2012-07-19",0,NA
666770,"emergency_funds","2012-08-01",1,1
742331,"investment","2012-04-17",0,NA
581248,"home","2012-11-02",0,NA
762221,"emergency_funds","2012-04-23",1,0
473074,"business","2012-07-03",0,NA
305735,"emergency_funds","2012-03-12",0,NA
265033,"business","2012-11-28",1,0
609384,"emergency_funds","2012-06-07",0,NA
571791,"other","2012-05-18",0,NA
841621,"investment","2012-10-02",0,NA
229728,"home","2012-10-08",0,NA
881586,"home","2012-06-01",0,NA
893849,"other","2012-07-17",1,0
356562,"business","2012-07-03",1,1
265763,"investment","2012-09-06",1,1
174280,"home","2012-03-06",1,1
742376,"emergency_funds","2012-02-24",0,NA
876723,"investment","2012-10-30",1,1
897884,"emergency_funds","2012-07-17",0,NA
627568,"emergency_funds","2012-07-03",1,0
448949,"business","2012-03-07",0,NA
790380,"business","2012-03-13",1,0
951998,"investment","2012-08-23",0,NA
940828,"business","2012-05-30",0,NA
486472,"home","2012-11-29",0,NA
448050,"home","2012-02-20",0,NA
659119,"investment","2012-02-08",1,1
238807,"emergency_funds","2012-08-20",1,0
609542,"emergency_funds","2012-11-16",1,1
480123,"emergency_funds","2012-07-12",0,NA
924090,"emergency_funds","2012-08-20",0,NA
79190,"other","2012-04-06",1,1
439359,"emergency_funds","2012-10-10",1,1
919047,"home","2012-10-22",1,0
486064,"home","2012-03-08",0,NA
525338,"business","2012-09-24",0,NA
887582,"business","2012-06-15",0,NA
333912,"emergency_funds","2012-04-10",0,NA
715110,"business","2012-08-29",1,0
298257,"emergency_funds","2012-06-25",0,NA
209300,"investment","2012-01-18",0,NA
96567,"home","2012-08-30",1,1
627498,"home","2012-01-17",1,0
127343,"business","2012-12-14",1,0
530884,"home","2012-08-01",0,NA
200778,"other","2012-10-26",1,1
415951,"home","2012-07-06",0,NA
813516,"investment","2012-05-30",0,NA
640960,"home","2012-09-12",1,1
272349,"home","2012-05-23",1,1
250982,"investment","2012-02-22",0,NA
535376,"home","2012-01-03",0,NA
492306,"other","2012-06-22",1,1
697770,"other","2012-10-09",0,NA
3910,"emergency_funds","2012-11-07",1,1
363774,"home","2012-12-04",1,1
228953,"business","2012-05-02",0,NA
599995,"business","2012-08-16",0,NA
1599,"other","2012-04-12",0,NA
836980,"emergency_funds","2012-10-05",0,NA
734365,"home","2012-07-19",0,NA
84286,"business","2012-12-06",1,1
102409,"business","2012-10-09",0,NA
35501,"other","2012-04-04",1,0
300472,"investment","2012-04-09",1,1
865706,"business","2012-11-22",1,1
631167,"other","2012-04-25",1,0
267626,"investment","2012-04-25",0,NA
252266,"other","2012-01-25",0,NA
927569,"business","2012-08-23",1,0
635482,"emergency_funds","2012-01-02",0,NA
11313,"investment","2012-04-24",1,0
387130,"other","2012-08-31",0,NA
704290,"business","2012-04-16",0,NA
652928,"home","2012-08-10",1,1
168149,"home","2012-12-12",1,0
114694,"business","2012-05-31",0,NA
425744,"other","2012-06-07",0,NA
721474,"home","2012-05-02",1,1
802175,"investment","2012-02-10",0,NA
864712,"home","2012-05-03",1,0
504673,"other","2012-09-20",1,1
411744,"emergency_funds","2012-06-04",0,NA
196351,"investment","2012-06-05",0,NA
520319,"business","2012-10-12",0,NA
156285,"business","2012-10-19",1,1
764328,"business","2012-08-16",1,1
995813,"emergency_funds","2012-01-18",1,0
865545,"home","2012-02-15",1,1
274783,"investment","2012-04-19",0,NA
118998,"emergency_funds","2012-08-14",0,NA
290757,"investment","2012-05-04",1,0
716517,"emergency_funds","2012-05-02",0,NA
454176,"emergency_funds","2012-10-04",1,0
380501,"investment","2012-02-07",1,1
960153,"home","2012-04-20",0,NA
97191,"emergency_funds","2012-10-16",0,NA
648518,"emergency_funds","2012-07-19",1,1
255349,"business","2012-10-08",0,NA
456463,"other","2012-03-01",0,NA
311125,"emergency_funds","2012-07-04",1,0
598676,"home","2012-04-25",1,1
136134,"emergency_funds","2012-02-13",1,0
176701,"home","2012-01-26",1,1
348093,"home","2012-11-29",0,NA
272225,"investment","2012-11-05",0,NA
617377,"other","2012-02-27",0,NA
554945,"investment","2012-12-12",1,1
535688,"other","2012-04-19",0,NA
902915,"investment","2012-06-15",0,NA
784883,"emergency_funds","2012-09-24",0,NA
204059,"investment","2012-12-12",0,NA
941880,"home","2012-09-27",1,1
213382,"business","2012-10-25",0,NA
907813,"business","2012-08-06",1,1
575418,"other","2012-03-15",0,NA
940576,"home","2012-03-01",0,NA
137930,"home","2012-08-20",0,NA
331899,"home","2012-07-16",1,0
997692,"investment","2012-12-17",0,NA
222277,"home","2012-01-18",0,NA
244355,"emergency_funds","2012-09-18",1,1
236125,"business","2012-08-06",0,NA
537972,"investment","2012-11-22",0,NA
747958,"investment","2012-03-14",1,0
527906,"investment","2012-05-09",1,0
496006,"business","2012-09-03",1,0
688750,"home","2012-08-06",1,0
3151,"investment","2012-03-06",0,NA
785195,"investment","2012-03-23",1,0
904611,"business","2012-06-25",0,NA
636987,"other","2012-03-28",1,1
22224,"business","2012-05-25",1,0
881537,"emergency_funds","2012-09-12",1,1
345529,"other","2012-02-01",0,NA
900504,"investment","2012-02-21",0,NA
288338,"investment","2012-06-20",1,1
112151,"home","2012-07-20",0,NA
940463,"emergency_funds","2012-03-08",1,1
430827,"other","2012-10-17",0,NA
753022,"home","2012-10-24",1,1
330514,"home","2012-12-11",0,NA
768736,"home","2012-03-27",1,0
796687,"emergency_funds","2012-07-23",0,NA
887195,"investment","2012-01-16",1,1
536983,"business","2012-01-30",1,1
781967,"emergency_funds","2012-03-08",1,0
899981,"business","2012-01-12",0,NA
127970,"business","2012-07-03",0,NA
157985,"home","2012-03-13",0,NA
601344,"home","2012-09-12",0,NA
982383,"business","2012-11-22",0,NA
418582,"business","2012-02-09",0,NA
191141,"investment","2012-10-02",1,1
194953,"home","2012-07-24",0,NA
503495,"other","2012-01-02",1,0
793970,"home","2012-05-28",1,1
939574,"investment","2012-04-05",1,0
92489,"home","2012-05-18",0,NA
81380,"home","2012-02-15",0,NA
808285,"investment","2012-10-31",1,1
978476,"business","2012-04-02",0,NA
420212,"business","2012-07-20",1,1
991455,"home","2012-10-18",0,NA
730140,"business","2012-03-19",0,NA
108226,"home","2012-06-13",1,1
234373,"emergency_funds","2012-12-07",1,0
808547,"business","2012-04-23",1,1
839720,"investment","2012-01-17",1,1
747495,"home","2012-07-20",1,0
511343,"investment","2012-12-20",0,NA
11618,"emergency_funds","2012-12-28",0,NA
540271,"other","2012-09-28",1,0
971207,"home","2012-05-16",0,NA
290014,"other","2012-05-02",0,NA
641796,"home","2012-02-23",0,NA
212676,"other","2012-08-16",0,NA
75493,"investment","2012-05-17",0,NA
150028,"investment","2012-11-22",0,NA
814192,"emergency_funds","2012-03-19",1,1
213812,"home","2012-05-11",1,1
240321,"investment","2012-05-17",1,0
339829,"business","2012-05-04",1,1
153177,"emergency_funds","2012-03-15",0,NA
550202,"investment","2012-06-25",1,0
326289,"home","2012-01-16",1,1
330581,"other","2012-03-13",0,NA
715227,"investment","2012-07-24",1,0
909663,"business","2012-01-02",0,NA
123162,"business","2012-05-31",1,1
286433,"home","2012-01-06",1,1
313139,"home","2012-09-26",1,1
343530,"investment","2012-08-14",0,NA
762363,"home","2012-09-21",0,NA
422524,"business","2012-07-04",1,1
618082,"business","2012-02-02",0,NA
224904,"investment","2012-07-10",0,NA
609745,"emergency_funds","2012-07-30",1,0
332661,"investment","2012-05-01",1,1
688804,"home","2012-05-01",1,1
227665,"investment","2012-08-15",0,NA
386484,"other","2012-12-04",0,NA
864300,"investment","2012-07-12",1,1
258559,"emergency_funds","2012-07-02",1,1
120626,"emergency_funds","2012-04-24",1,1
675651,"home","2012-12-05",0,NA
247646,"other","2012-01-12",1,0
173424,"home","2012-01-10",1,0
583259,"business","2012-10-15",0,NA
520433,"business","2012-02-21",0,NA
636149,"other","2012-03-28",1,1
