"employee_id","company_id","dept","seniority","salary","join_date","quit_date"
597257,1,"marketing",18,208000,"2015-01-26",NA
77021,10,"data_science",5,139000,"2012-10-29","2013-10-09"
290143,10,"data_science",13,160000,"2012-02-27","2014-10-17"
582246,6,"customer_service",26,70000,"2015-08-17",NA
726880,2,"marketing",9,138000,"2012-01-17","2014-12-26"
275174,1,"customer_service",5,57000,"2013-07-02","2014-09-19"
910279,4,"customer_service",18,104000,"2011-04-18","2015-02-27"
166003,7,"marketing",15,152000,"2014-08-04",NA
834410,10,"engineer",10,163000,"2011-02-07","2012-03-30"
530800,8,"engineer",7,169000,"2011-09-12","2014-01-03"
765852,7,"sales",1,42000,"2012-03-05",NA
808615,2,"customer_service",11,64000,"2015-02-17",NA
342708,1,"sales",21,191000,"2011-12-19",NA
20535,1,"engineer",12,180000,"2011-02-22","2013-01-25"
385989,3,"customer_service",20,96000,"2012-02-21","2013-04-01"
320415,1,"marketing",29,191000,"2013-09-30","2014-08-29"
995792,1,"customer_service",3,29000,"2012-08-28","2014-08-01"
577542,3,"customer_service",8,61000,"2012-03-05","2015-02-13"
757741,2,"customer_service",8,79000,"2012-04-02","2013-11-15"
260985,6,"engineer",4,55000,"2015-10-12",NA
133685,1,"sales",28,189000,"2014-04-28","2015-02-27"
947369,5,"sales",14,102000,"2012-09-17","2015-08-07"
799749,3,"data_science",21,209000,"2012-03-12","2013-05-17"
474609,1,"design",19,202000,"2012-10-08","2014-11-07"
578783,2,"sales",15,229000,"2011-12-12","2012-10-26"
698484,6,"data_science",4,63000,"2014-09-08","2015-08-28"
312412,3,"engineer",25,239000,"2011-05-09","2012-04-20"
287942,6,"sales",9,89000,"2011-08-22","2012-09-21"
662262,6,"sales",22,136000,"2012-05-14","2013-05-17"
866407,2,"engineer",15,333000,"2011-04-25","2015-07-06"
305360,8,"customer_service",13,65000,"2015-05-26",NA
241266,5,"engineer",10,146000,"2015-08-31",NA
710496,5,"customer_service",26,84000,"2011-05-03","2015-07-10"
955591,6,"engineer",12,174000,"2014-09-08",NA
831360,1,"engineer",15,348000,"2015-03-09",NA
950241,1,"customer_service",2,38000,"2012-06-25","2013-05-10"
797174,3,"marketing",26,148000,"2015-02-18",NA
464070,3,"sales",27,152000,"2015-04-20",NA
932232,1,"customer_service",13,74000,"2011-03-21","2012-02-03"
618749,7,"engineer",9,155000,"2011-06-16","2013-10-25"
685815,1,"customer_service",6,69000,"2015-08-03",NA
137551,2,"marketing",11,128000,"2013-04-08",NA
14419,1,"design",23,198000,"2011-04-18","2015-01-14"
737079,3,"customer_service",14,57000,"2015-06-09",NA
488684,2,"data_science",23,271000,"2012-11-12",NA
689902,1,"engineer",2,54000,"2015-09-28",NA
572615,2,"customer_service",7,78000,"2015-07-06",NA
769159,6,"sales",12,106000,"2014-01-21",NA
266777,1,"engineer",18,253000,"2015-07-08",NA
612445,2,"sales",10,148000,"2015-03-30",NA
940718,7,"customer_service",3,20000,"2013-12-30","2014-12-19"
540629,1,"customer_service",14,81000,"2012-04-04","2013-02-15"
834962,3,"engineer",8,156000,"2013-09-04","2014-08-08"
840436,1,"customer_service",11,79000,"2011-02-28","2012-03-16"
958044,5,"engineer",4,54000,"2013-04-15",NA
765183,1,"customer_service",20,119000,"2012-03-26","2014-03-21"
448414,1,"customer_service",24,135000,"2011-02-14","2012-01-27"
258721,1,"engineer",15,331000,"2012-05-14","2015-03-27"
520531,2,"customer_service",19,132000,"2011-05-04","2013-07-05"
657051,1,"data_science",22,321000,"2012-01-30","2015-03-20"
920451,2,"marketing",24,219000,"2011-03-07","2012-01-06"
750800,1,"customer_service",13,84000,"2013-10-21",NA
386403,4,"engineer",1,71000,"2015-06-30",NA
735002,1,"marketing",11,121000,"2015-07-06",NA
944908,1,"customer_service",25,149000,"2014-08-18",NA
465884,1,"sales",25,206000,"2013-09-09",NA
923436,1,"sales",12,129000,"2015-09-14",NA
88976,7,"sales",5,84000,"2013-11-25","2014-09-26"
694571,1,"sales",12,140000,"2011-12-05","2012-09-21"
918503,3,"customer_service",11,65000,"2014-10-20",NA
490340,5,"customer_service",18,72000,"2015-01-12",NA
246014,10,"customer_service",15,92000,"2011-07-11","2012-07-13"
335291,7,"engineer",6,152000,"2014-05-27","2015-11-12"
436650,1,"marketing",25,203000,"2014-11-03",NA
372809,9,"engineer",15,253000,"2015-06-15",NA
997602,1,"customer_service",16,122000,"2015-06-22",NA
750893,6,"sales",23,139000,"2015-11-02",NA
487300,6,"sales",16,143000,"2013-07-08","2014-05-30"
596104,3,"data_science",29,225000,"2011-06-20","2013-06-21"
452837,1,"design",2,42000,"2015-10-12",NA
804192,1,"customer_service",20,113000,"2014-07-21","2015-08-07"
929838,1,"engineer",12,175000,"2012-04-09","2013-03-22"
718793,1,"customer_service",3,30000,"2012-01-03","2013-12-13"
873274,1,"customer_service",27,118000,"2011-12-14","2012-11-23"
870463,2,"engineer",14,218000,"2014-07-21",NA
184030,5,"customer_service",2,23000,"2014-04-28",NA
348144,2,"data_science",3,77000,"2013-01-14","2015-05-01"
290477,1,"data_science",25,283000,"2015-10-19",NA
983601,1,"marketing",28,219000,"2014-09-15",NA
63823,2,"sales",1,48000,"2014-11-04",NA
494593,2,"customer_service",2,27000,"2013-02-13","2014-01-22"
662201,1,"customer_service",19,113000,"2011-06-13","2015-08-21"
167875,2,"engineer",15,262000,"2014-03-24",NA
220782,3,"design",4,38000,"2012-09-17","2014-09-05"
164259,4,"customer_service",4,21000,"2014-12-01",NA
745585,9,"customer_service",3,22000,"2011-07-05","2015-09-04"
617574,7,"marketing",29,164000,"2011-12-05","2015-02-20"
261700,2,"customer_service",28,116000,"2013-12-16","2015-09-11"
478266,7,"customer_service",1,24000,"2013-03-18",NA
249847,3,"engineer",16,259000,"2015-02-02",NA
832772,5,"sales",24,193000,"2011-03-14","2012-04-27"
957051,4,"sales",5,88000,"2011-06-27","2013-06-07"
837220,1,"customer_service",18,134000,"2012-08-02","2015-05-08"
543167,1,"customer_service",9,84000,"2011-02-22","2015-03-06"
227221,1,"customer_service",22,116000,"2011-08-01","2013-04-19"
437131,3,"customer_service",8,59000,"2015-04-20",NA
899075,4,"engineer",24,231000,"2013-09-30","2014-09-26"
981945,2,"marketing",8,130000,"2014-05-27",NA
871553,2,"marketing",14,134000,"2011-10-03","2012-08-24"
186648,1,"customer_service",12,89000,"2014-01-21","2015-11-06"
718851,1,"marketing",23,186000,"2012-01-31","2014-02-19"
333684,4,"marketing",16,157000,"2012-05-29",NA
39048,10,"sales",8,103000,"2012-02-13",NA
853420,4,"customer_service",26,86000,"2013-06-24",NA
326286,3,"customer_service",27,103000,"2011-02-28","2015-11-20"
338961,7,"customer_service",9,69000,"2014-10-06","2015-07-10"
355152,9,"customer_service",14,56000,"2015-08-03",NA
122243,2,"engineer",19,343000,"2014-10-02",NA
299925,9,"customer_service",25,113000,"2011-07-11","2012-07-13"
360430,3,"sales",20,154000,"2014-10-20","2015-11-27"
702172,1,"engineer",13,2e+05,"2014-12-15",NA
207035,1,"customer_service",4,28000,"2011-10-10","2015-11-20"
443712,2,"marketing",9,116000,"2012-09-26","2013-09-20"
712005,2,"engineer",18,340000,"2011-10-03","2013-11-14"
387485,4,"customer_service",16,89000,"2013-04-29","2014-06-13"
951076,2,"data_science",19,286000,"2013-09-30",NA
447324,7,"engineer",22,206000,"2012-07-30","2013-07-24"
321672,9,"design",6,101000,"2014-07-28",NA
405350,1,"sales",1,45000,"2013-03-25",NA
483506,2,"sales",16,173000,"2013-09-09","2014-09-12"
185727,4,"customer_service",20,98000,"2011-06-13","2014-08-15"
535749,6,"customer_service",5,63000,"2011-10-31","2012-10-19"
451170,3,"design",15,158000,"2012-10-08","2014-10-03"
982512,4,"data_science",17,269000,"2015-11-24",NA
407652,3,"design",5,106000,"2011-08-22","2013-06-17"
306282,1,"customer_service",21,136000,"2013-03-04",NA
575220,1,"engineer",19,232000,"2011-03-28","2014-02-07"
252711,2,"customer_service",16,136000,"2014-09-22",NA
326204,6,"design",23,159000,"2014-01-27",NA
884798,10,"customer_service",16,84000,"2013-07-15","2014-06-16"
195997,7,"marketing",16,158000,"2014-09-24","2015-10-09"
824723,1,"marketing",16,207000,"2014-12-29",NA
63197,1,"engineer",13,211000,"2011-07-25","2013-08-02"
92997,2,"customer_service",15,119000,"2014-01-08","2015-02-06"
937095,1,"sales",19,192000,"2014-04-30",NA
904980,1,"customer_service",7,79000,"2011-02-07","2013-04-12"
208819,10,"sales",21,157000,"2014-01-28",NA
223966,1,"sales",8,109000,"2013-12-16",NA
96570,2,"customer_service",6,77000,"2015-06-15",NA
938132,8,"sales",19,160000,"2011-02-14","2013-02-15"
630172,5,"design",1,34000,"2011-06-27","2013-04-19"
987902,3,"customer_service",13,67000,"2015-02-02",NA
840809,1,"design",15,212000,"2015-11-09",NA
762102,2,"data_science",1,79000,"2014-12-15",NA
801052,4,"engineer",15,210000,"2012-03-12","2013-03-08"
481736,4,"customer_service",28,107000,"2014-03-24",NA
894950,2,"sales",2,57000,"2014-03-31",NA
292938,1,"marketing",26,196000,"2011-10-17","2013-08-16"
153096,1,"customer_service",8,72000,"2011-12-19","2014-09-12"
874993,3,"customer_service",10,75000,"2015-08-03",NA
872115,8,"sales",18,150000,"2012-11-05","2013-12-13"
461305,1,"customer_service",19,94000,"2011-02-28","2014-01-10"
420500,1,"data_science",28,299000,"2011-09-19",NA
304194,1,"engineer",8,218000,"2013-02-11",NA
515437,8,"data_science",7,168000,"2014-10-13","2015-10-02"
188656,5,"data_science",23,269000,"2012-01-09","2014-12-26"
25835,2,"sales",8,120000,"2013-01-28","2015-02-13"
386587,4,"customer_service",16,102000,"2015-10-06",NA
339688,1,"marketing",1,59000,"2013-01-29","2013-11-15"
252323,5,"data_science",8,162000,"2015-09-14",NA
883099,5,"customer_service",7,54000,"2012-12-24","2014-08-08"
436141,5,"engineer",28,257000,"2013-04-29",NA
188477,1,"data_science",18,290000,"2012-08-06","2015-09-18"
808038,3,"engineer",4,58000,"2013-04-01",NA
238274,8,"customer_service",21,114000,"2014-12-29",NA
673566,3,"customer_service",2,25000,"2012-11-26",NA
601821,10,"marketing",5,109000,"2011-08-22","2013-10-11"
401855,9,"data_science",26,266000,"2015-07-27",NA
693600,6,"customer_service",25,94000,"2015-04-14",NA
474184,4,"engineer",4,53000,"2014-10-20","2015-11-27"
134686,3,"customer_service",12,68000,"2015-04-15",NA
562057,2,"engineer",16,276000,"2012-11-12","2015-06-12"
409776,2,"engineer",5,204000,"2015-04-06",NA
544662,10,"customer_service",7,60000,"2015-07-27",NA
36625,3,"customer_service",8,65000,"2012-02-13","2013-11-01"
152118,2,"customer_service",5,73000,"2015-05-11",NA
937904,1,"data_science",8,188000,"2011-07-18","2015-08-21"
558276,5,"sales",10,113000,"2015-10-19",NA
997116,4,"customer_service",15,103000,"2014-07-14","2015-08-07"
742621,1,"data_science",25,314000,"2013-06-17","2014-06-06"
71314,1,"customer_service",1,29000,"2015-11-16",NA
765252,1,"engineer",6,187000,"2014-09-22","2015-11-06"
297161,1,"customer_service",6,81000,"2012-05-07","2013-04-26"
650093,4,"data_science",1,62000,"2013-11-18",NA
728766,2,"sales",27,160000,"2011-03-29","2015-09-18"
559825,1,"engineer",7,171000,"2014-01-13","2015-01-23"
823745,8,"engineer",5,164000,"2013-07-15","2015-12-04"
950250,9,"customer_service",8,59000,"2013-12-03","2015-07-17"
198755,7,"customer_service",8,69000,"2015-12-07",NA
190249,1,"customer_service",8,91000,"2012-05-07","2013-04-05"
701866,2,"customer_service",15,117000,"2012-04-16","2013-12-27"
38813,5,"engineer",16,250000,"2013-07-15","2014-08-22"
635254,1,"data_science",2,74000,"2014-04-21","2015-05-22"
577702,8,"data_science",26,251000,"2014-09-23","2015-08-21"
2674,1,"marketing",23,163000,"2014-03-17","2015-03-20"
602045,1,"customer_service",4,33000,"2014-09-22",NA
335324,2,"data_science",16,318000,"2012-06-11","2015-07-10"
14192,1,"customer_service",26,127000,"2011-08-29","2013-08-30"
371736,4,"engineer",7,161000,"2014-07-21","2015-01-20"
806683,2,"engineer",13,197000,"2014-12-15",NA
174440,5,"design",12,99000,"2014-01-06","2015-11-06"
600553,3,"customer_service",15,74000,"2013-02-11",NA
909408,10,"data_science",1,59000,"2012-01-09","2012-12-14"
343914,1,"customer_service",25,115000,"2014-12-08",NA
268515,2,"sales",5,126000,"2012-02-21","2015-11-06"
990516,2,"data_science",5,176000,"2013-09-16","2014-08-22"
832047,2,"data_science",5,204000,"2012-12-17",NA
536079,1,"customer_service",14,72000,"2011-07-13","2015-06-19"
22229,3,"sales",10,105000,"2013-10-21",NA
372413,4,"engineer",12,174000,"2015-04-27",NA
407073,6,"customer_service",8,61000,"2013-04-18","2015-05-01"
727926,1,"engineer",14,187000,"2012-05-14","2015-07-31"
600166,9,"data_science",6,154000,"2013-10-21",NA
45624,2,"customer_service",10,80000,"2011-01-31","2011-12-13"
502137,6,"engineer",5,155000,"2013-06-10",NA
510358,1,"customer_service",20,113000,"2012-03-21","2014-02-28"
941419,5,"design",19,161000,"2012-11-12","2015-05-08"
820216,2,"customer_service",16,109000,"2011-09-12","2013-09-27"
632300,2,"customer_service",11,64000,"2015-06-22",NA
364352,2,"customer_service",29,119000,"2015-04-27",NA
89535,2,"customer_service",28,123000,"2014-04-21","2015-03-20"
781195,2,"sales",8,157000,"2012-12-26","2014-01-03"
969761,2,"customer_service",26,97000,"2014-11-25",NA
270630,6,"customer_service",1,25000,"2014-05-19","2015-06-26"
776115,3,"engineer",4,68000,"2015-03-11",NA
692916,5,"sales",14,102000,"2015-04-27",NA
184904,2,"sales",2,45000,"2012-07-02","2015-03-20"
14518,3,"customer_service",11,54000,"2011-08-01","2014-05-09"
975345,5,"sales",18,170000,"2013-04-15","2015-01-12"
639953,1,"marketing",23,212000,"2014-03-17","2015-01-23"
310868,3,"engineer",13,152000,"2015-09-10",NA
885238,5,"design",6,81000,"2011-10-31","2012-11-02"
56873,1,"engineer",5,229000,"2012-07-26",NA
316468,9,"data_science",20,210000,"2015-07-20",NA
223406,5,"sales",28,147000,"2012-10-01","2013-10-11"
445076,1,"marketing",29,193000,"2013-04-22","2015-02-20"
614317,1,"data_science",23,315000,"2012-07-02","2013-05-17"
929738,2,"data_science",5,168000,"2012-12-11","2013-12-06"
900935,2,"customer_service",11,69000,"2015-02-17",NA
371071,2,"data_science",18,262000,"2013-01-28","2014-12-05"
102370,1,"customer_service",24,127000,"2011-08-29","2013-10-11"
85235,1,"customer_service",21,139000,"2014-02-25",NA
704164,3,"design",10,92000,"2015-03-16",NA
82004,8,"marketing",26,156000,"2011-08-15","2012-08-24"
475783,3,"data_science",18,272000,"2013-03-25",NA
37227,1,"customer_service",16,104000,"2013-11-25",NA
430475,4,"data_science",25,255000,"2012-06-25","2013-05-17"
903955,3,"customer_service",13,66000,"2012-01-23","2013-03-22"
922589,1,"sales",9,147000,"2015-05-04",NA
83783,10,"sales",2,39000,"2011-04-12","2015-09-18"
736336,3,"data_science",2,62000,"2012-05-14","2013-03-22"
350461,1,"design",26,146000,"2011-09-29","2013-08-02"
134566,1,"data_science",14,197000,"2013-04-22","2014-06-27"
318193,7,"customer_service",1,26000,"2012-05-21","2015-10-16"
916295,1,"engineer",14,165000,"2012-08-09","2015-01-23"
856397,4,"customer_service",25,113000,"2015-06-01",NA
873347,6,"engineer",9,157000,"2012-04-23","2014-01-31"
723988,1,"engineer",10,201000,"2011-12-27","2014-07-11"
964265,1,"design",11,109000,"2013-12-09",NA
87964,3,"sales",11,1e+05,"2012-03-05","2014-01-17"
865623,4,"data_science",5,150000,"2013-01-08",NA
858330,2,"data_science",12,169000,"2011-09-12","2012-09-28"
379790,2,"sales",8,126000,"2012-01-24","2013-01-18"
179936,1,"sales",7,126000,"2012-08-13","2014-07-07"
223294,1,"engineer",12,215000,"2013-09-30",NA
44971,1,"marketing",25,211000,"2013-12-26","2014-10-31"
816060,1,"customer_service",20,129000,"2013-09-09",NA
12589,5,"customer_service",29,95000,"2011-12-05","2013-01-18"
977221,1,"data_science",25,305000,"2013-04-08",NA
699261,2,"customer_service",12,77000,"2012-01-30",NA
285891,1,"sales",12,121000,"2011-06-13","2013-04-05"
892801,9,"sales",4,38000,"2012-10-22","2013-08-30"
90633,8,"engineer",14,155000,"2014-03-17",NA
826901,5,"data_science",25,219000,"2013-09-16","2014-08-08"
834811,2,"sales",25,221000,"2012-09-04","2015-02-06"
78197,3,"sales",27,166000,"2014-03-06",NA
862314,5,"sales",10,113000,"2012-12-17","2014-11-07"
811219,10,"customer_service",5,65000,"2013-10-22",NA
730891,10,"marketing",28,152000,"2015-05-12",NA
926413,3,"data_science",23,187000,"2015-11-16",NA
752319,3,"customer_service",18,95000,"2011-03-14","2013-03-15"
463321,1,"customer_service",2,30000,"2014-06-09",NA
300915,1,"engineer",23,278000,"2012-11-19","2014-01-10"
214183,1,"customer_service",11,88000,"2015-04-27",NA
256985,2,"customer_service",15,129000,"2015-09-08",NA
584878,7,"engineer",17,251000,"2015-07-27",NA
430370,1,"customer_service",9,70000,"2015-04-27",NA
565387,1,"design",25,196000,"2014-03-24","2014-12-26"
914810,2,"sales",21,213000,"2014-01-07",NA
990854,2,"marketing",2,50000,"2011-09-19","2015-04-17"
753061,5,"sales",1,40000,"2012-10-01",NA
546143,1,"customer_service",3,31000,"2011-12-01","2012-09-28"
96536,3,"customer_service",16,92000,"2013-01-28",NA
657583,1,"customer_service",15,115000,"2013-05-13",NA
787920,1,"customer_service",16,125000,"2012-04-23",NA
238998,1,"customer_service",25,142000,"2013-04-08","2014-05-23"
519382,2,"engineer",16,312000,"2011-02-28","2015-07-06"
929590,6,"customer_service",9,69000,"2015-08-17",NA
208890,5,"engineer",7,160000,"2014-04-02","2015-04-10"
753123,2,"data_science",11,191000,"2012-08-13","2013-11-29"
119121,7,"customer_service",17,98000,"2012-12-31","2013-10-18"
781380,1,"customer_service",18,136000,"2015-11-02",NA
865901,1,"marketing",6,141000,"2011-08-22","2012-09-06"
852932,9,"customer_service",2,26000,"2014-08-11","2015-08-21"
909681,10,"customer_service",21,95000,"2013-04-01",NA
232137,1,"data_science",20,314000,"2013-03-18","2014-02-21"
752289,5,"marketing",14,105000,"2013-11-04","2015-08-07"
806123,4,"customer_service",22,98000,"2015-01-26",NA
855588,3,"customer_service",13,60000,"2015-01-05",NA
643036,3,"data_science",27,234000,"2015-02-23",NA
817441,5,"customer_service",7,49000,"2013-01-14","2014-02-21"
382957,6,"sales",24,148000,"2011-10-24","2015-08-14"
81036,12,"customer_service",20,64000,"2011-03-14","2012-02-24"
612615,2,"sales",24,173000,"2012-11-26",NA
521905,9,"marketing",2,43000,"2013-02-04",NA
470317,3,"customer_service",3,23000,"2011-03-14","2015-07-10"
724189,5,"data_science",5,162000,"2013-05-20","2014-03-14"
753963,1,"sales",12,130000,"2011-05-02","2015-06-26"
404626,9,"customer_service",1,22000,"2014-04-07",NA
916861,9,"engineer",28,244000,"2011-07-20","2015-10-16"
331887,1,"sales",18,167000,"2014-07-14",NA
592539,1,"design",11,132000,"2013-12-23","2014-12-26"
887749,5,"design",9,105000,"2014-10-06",NA
753594,4,"customer_service",21,90000,"2011-09-06","2012-10-26"
973453,1,"marketing",14,127000,"2011-09-19","2012-10-26"
873203,3,"customer_service",3,25000,"2014-09-15",NA
894966,2,"data_science",17,259000,"2014-11-17",NA
541440,1,"design",24,223000,"2011-08-29","2014-01-24"
438480,1,"sales",6,119000,"2014-09-22",NA
159126,5,"marketing",10,99000,"2014-10-15",NA
787713,9,"customer_service",28,110000,"2013-12-09","2015-01-09"
420116,2,"engineer",16,355000,"2011-04-11","2015-11-13"
145710,4,"customer_service",11,72000,"2013-12-02","2014-11-21"
319793,1,"customer_service",13,69000,"2015-05-12",NA
606873,5,"customer_service",8,67000,"2013-12-09",NA
180057,2,"sales",9,138000,"2014-07-14",NA
271920,7,"data_science",29,243000,"2014-10-06","2015-11-06"
955704,1,"customer_service",6,85000,"2014-04-07",NA
156520,1,"data_science",13,182000,"2014-07-28",NA
907333,3,"customer_service",27,101000,"2012-08-06","2014-08-22"
895004,10,"data_science",5,185000,"2013-12-02","2014-11-14"
243427,3,"data_science",1,56000,"2015-05-26",NA
776899,2,"marketing",20,210000,"2011-02-22","2013-02-01"
537318,4,"engineer",9,160000,"2014-12-08",NA
895903,1,"data_science",18,292000,"2014-11-17",NA
876210,3,"engineer",19,248000,"2014-08-20",NA
219597,1,"data_science",12,198000,"2015-08-31",NA
118841,8,"customer_service",8,61000,"2011-08-01","2012-08-31"
879643,1,"customer_service",18,110000,"2014-01-13","2015-10-09"
330482,8,"engineer",15,221000,"2012-02-13",NA
43212,3,"data_science",10,165000,"2013-05-28","2015-04-06"
359151,1,"data_science",1,80000,"2015-04-13",NA
889704,4,"sales",13,115000,"2015-09-28",NA
435534,7,"data_science",16,237000,"2011-03-07","2012-03-30"
505275,10,"design",19,192000,"2013-08-12","2015-07-24"
932276,1,"marketing",10,138000,"2012-08-22","2013-08-23"
513984,1,"marketing",29,196000,"2015-07-06",NA
385371,3,"customer_service",7,47000,"2013-10-14",NA
522910,2,"engineer",18,302000,"2015-03-02",NA
169747,3,"data_science",13,165000,"2011-01-24","2012-01-20"
594772,1,"data_science",25,319000,"2012-01-03","2013-10-11"
77508,3,"sales",5,121000,"2011-07-11","2013-07-05"
650562,1,"customer_service",8,72000,"2012-01-03","2013-03-22"
205883,6,"customer_service",4,21000,"2014-01-27",NA
500851,2,"customer_service",13,95000,"2015-03-30",NA
543163,1,"data_science",9,192000,"2012-03-05","2013-02-13"
456748,7,"customer_service",17,110000,"2012-05-29",NA
171411,5,"sales",16,159000,"2013-02-25","2014-01-09"
318266,2,"customer_service",22,117000,"2013-03-18",NA
993990,9,"engineer",10,154000,"2014-03-31",NA
970164,2,"customer_service",5,74000,"2014-01-09","2015-11-20"
955352,1,"marketing",20,182000,"2012-12-24","2013-12-06"
535384,3,"customer_service",24,108000,"2013-07-22","2015-09-11"
575289,4,"sales",16,163000,"2014-04-21",NA
202143,2,"customer_service",21,127000,"2012-10-29","2014-01-03"
12634,2,"customer_service",28,123000,"2014-05-19",NA
81309,2,"customer_service",13,72000,"2014-06-16","2015-07-24"
358305,8,"customer_service",28,85000,"2014-01-13","2015-02-06"
49727,2,"customer_service",28,135000,"2015-05-26",NA
792821,2,"data_science",12,162000,"2015-09-28",NA
455665,9,"design",1,33000,"2012-04-16","2013-03-26"
421058,2,"engineer",19,291000,"2013-12-16",NA
953140,1,"marketing",21,192000,"2013-03-18","2014-10-17"
974126,9,"data_science",18,273000,"2015-01-12",NA
671297,7,"customer_service",3,24000,"2012-12-17","2015-09-18"
56751,1,"data_science",19,304000,"2011-07-18","2015-03-20"
945840,4,"customer_service",9,66000,"2014-08-18","2015-08-14"
74473,3,"marketing",20,183000,"2014-06-30","2015-09-18"
297473,1,"marketing",8,138000,"2013-10-07","2014-11-21"
718065,9,"data_science",3,55000,"2011-04-04","2012-06-08"
308609,1,"sales",1,50000,"2013-11-12",NA
766273,5,"customer_service",23,93000,"2011-05-31","2015-05-15"
628706,2,"engineer",14,195000,"2013-07-01","2015-09-04"
930928,1,"marketing",15,201000,"2015-08-31",NA
89570,1,"engineer",12,138000,"2014-07-29",NA
792058,4,"engineer",10,176000,"2013-10-07",NA
812956,4,"data_science",9,153000,"2012-04-23",NA
330959,2,"customer_service",4,36000,"2013-04-22","2014-03-14"
32871,2,"marketing",6,137000,"2011-06-06","2013-06-14"
632499,7,"customer_service",17,88000,"2012-03-05","2012-12-19"
393634,1,"engineer",19,288000,"2014-07-28","2015-07-10"
229845,1,"sales",17,186000,"2013-08-05","2014-08-29"
296421,7,"customer_service",25,80000,"2014-01-13","2015-03-13"
559394,1,"data_science",17,342000,"2011-01-24","2015-01-16"
810945,6,"sales",2,41000,"2011-09-06","2012-10-05"
418445,3,"design",1,40000,"2013-12-02",NA
696355,1,"sales",10,134000,"2015-05-18",NA
478090,1,"customer_service",6,82000,"2014-08-18",NA
493308,1,"marketing",11,148000,"2011-10-10","2012-12-21"
161515,6,"marketing",9,108000,"2014-01-06","2015-02-13"
798359,5,"data_science",17,235000,"2014-08-25",NA
722458,6,"data_science",4,61000,"2014-02-18",NA
331025,2,"sales",13,135000,"2015-12-07",NA
635106,3,"design",6,101000,"2014-12-15","2015-11-27"
794232,3,"sales",24,185000,"2012-08-20","2015-09-11"
251941,1,"sales",12,129000,"2013-09-23","2015-11-27"
278903,2,"engineer",8,176000,"2014-10-20","2015-08-21"
624487,3,"engineer",16,241000,"2013-06-10","2015-05-22"
208031,3,"marketing",7,113000,"2014-01-07","2015-01-30"
176338,3,"data_science",26,223000,"2014-06-18",NA
991264,2,"engineer",19,336000,"2013-12-23",NA
215834,7,"marketing",7,103000,"2015-10-12",NA
775815,6,"customer_service",3,21000,"2012-05-21",NA
782,1,"customer_service",23,124000,"2013-02-25","2015-12-04"
541978,6,"customer_service",10,59000,"2015-04-06",NA
250855,1,"customer_service",14,56000,"2014-03-10",NA
92755,1,"data_science",21,296000,"2012-04-09","2013-06-07"
663634,3,"engineer",8,170000,"2013-08-05","2014-09-19"
525613,1,"sales",4,51000,"2014-02-18",NA
11208,5,"customer_service",12,67000,"2012-06-06","2014-08-01"
643203,5,"design",22,168000,"2012-10-29",NA
214436,1,"customer_service",11,71000,"2011-04-11","2013-08-09"
832468,1,"marketing",6,138000,"2013-09-30","2014-12-05"
30895,5,"engineer",4,64000,"2014-04-07",NA
313161,6,"marketing",9,95000,"2014-12-15",NA
762210,5,"marketing",9,97000,"2015-03-04",NA
953935,3,"engineer",7,136000,"2013-09-11",NA
271278,1,"engineer",13,195000,"2012-12-31","2014-12-12"
746923,1,"design",13,119000,"2013-08-26",NA
245876,1,"customer_service",11,72000,"2015-06-08",NA
988331,10,"customer_service",3,22000,"2015-01-12",NA
707609,10,"marketing",7,95000,"2011-09-21","2015-02-06"
541856,1,"marketing",7,136000,"2012-08-21",NA
990097,2,"customer_service",10,77000,"2014-02-03","2015-01-09"
529283,2,"data_science",23,298000,"2013-11-11",NA
416157,6,"customer_service",2,27000,"2014-07-14",NA
885677,8,"data_science",6,189000,"2013-01-07","2013-11-01"
361393,2,"data_science",15,261000,"2013-06-24",NA
122319,1,"design",20,233000,"2014-04-21",NA
857396,5,"sales",17,173000,"2014-10-27",NA
87970,7,"engineer",22,260000,"2012-09-04",NA
134399,4,"customer_service",27,80000,"2014-01-21",NA
262653,1,"data_science",28,294000,"2014-11-24",NA
56565,1,"marketing",7,110000,"2015-06-22",NA
809360,1,"customer_service",3,28000,"2011-12-19","2014-03-28"
690225,2,"customer_service",3,27000,"2012-01-17","2012-12-14"
322944,1,"data_science",23,260000,"2013-04-22",NA
705292,2,"customer_service",28,119000,"2012-07-23","2013-07-19"
860971,3,"data_science",13,157000,"2011-11-28","2013-08-23"
262180,6,"marketing",4,39000,"2014-11-10",NA
725937,2,"design",13,139000,"2011-05-10","2013-08-23"
247008,5,"customer_service",18,92000,"2013-05-28","2015-10-30"
747367,2,"customer_service",1,24000,"2011-11-14","2012-11-30"
362384,7,"data_science",8,124000,"2013-01-28","2015-03-27"
416525,2,"data_science",6,219000,"2015-05-26",NA
160330,3,"data_science",24,239000,"2014-08-01",NA
735741,7,"customer_service",23,97000,"2014-05-19","2015-05-22"
69490,1,"customer_service",14,87000,"2012-06-11","2013-07-26"
807376,10,"engineer",16,260000,"2012-06-11","2015-04-06"
918160,8,"customer_service",18,88000,"2014-06-02","2015-04-24"
989957,1,"customer_service",17,122000,"2015-08-10",NA
344046,8,"sales",2,38000,"2013-10-14","2014-10-03"
383102,3,"sales",22,154000,"2013-06-24","2014-07-18"
103834,1,"sales",3,48000,"2013-06-12","2014-08-08"
